img_file_name,img_file_label,annotation_file_name
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed92.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed92.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed93.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed93.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed94.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed94.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed95.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed95.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed96.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed96.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed97.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed97.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed98.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed98.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed99.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed99.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed100.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed100.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed101.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed101.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed102.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed102.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed103.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed103.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed104.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed104.xml
